"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:2ZaTpgdhU8MKpiujnBGPoa","綺羅キラー","spotify:artist:38WbKH6oKAZskBhqDFA8Uj, spotify:artist:1PhE6rv0146ZTQosoPDjk8","ZUTOMAYO, Mori Calliope","spotify:album:24HE9Q8LrZupbkTmux0U9O","綺羅キラー","spotify:artist:38WbKH6oKAZskBhqDFA8Uj","ZUTOMAYO","2022-12-15","https://i.scdn.co/image/ab67616d0000b273af476cfef0da5742b32e3176","1","1","253066","","false","48","JPPO02204831","spotify:user:andreivillaro","2024-02-18T09:30:30Z"
"spotify:track:7zbfS30vKiHU8oBs6Wi1Qp","勘冴えて悔しいわ","spotify:artist:38WbKH6oKAZskBhqDFA8Uj","ZUTOMAYO","spotify:album:4myzXA54fPm89hpW41YkOS","潜潜話","spotify:artist:38WbKH6oKAZskBhqDFA8Uj","ZUTOMAYO","2019-10-29","https://i.scdn.co/image/ab67616d0000b273ced490e566f828ee9ca8d263","1","2","236960","","false","56","JPPO01901535","spotify:user:andreivillaro","2024-02-18T09:30:46Z"
"spotify:track:2s81NRdaV4W6ApSEL6NUaA","Cross†Genocide","spotify:artist:6tILKatjRX2qgoBkobQMm8, spotify:artist:36Wr5fXFjrXnEqWuEnboYq","HyuN, 蔡花零","spotify:album:0iiVXlMBS2eSEMwRzAfJfR","Cross†Soul","spotify:artist:6tILKatjRX2qgoBkobQMm8","HyuN","2022-01-10","https://i.scdn.co/image/ab67616d0000b273216861a1bbf32da4e74c35c2","1","6","143879","https://p.scdn.co/mp3-preview/1fd4471d7b1870185267f4fc61f37ce510c30521?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","KRC772100144","spotify:user:andreivillaro","2024-02-27T05:44:42Z"
"spotify:track:5vCNAauCaecW0tT2mZDLG9","KING","spotify:artist:1k5LyiTCRzPjORzcgHqJxF","Kanaria","spotify:album:5caSwBLTwvq0mk7cQwtf2O","KING","spotify:artist:1k5LyiTCRzPjORzcgHqJxF","Kanaria","2020-12-09","https://i.scdn.co/image/ab67616d0000b2734465e20d27519e1b9dacf366","1","2","135500","https://p.scdn.co/mp3-preview/c7a7524bfd4b15df82102d1eb4d1a1092f370d4b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","JPX562000062","spotify:user:andreivillaro","2024-02-28T05:43:32Z"
"spotify:track:2fJbss5uUmmBqn7qFkmyWj","残機","spotify:artist:38WbKH6oKAZskBhqDFA8Uj","ZUTOMAYO","spotify:album:1mtciArMoiLPqOdflY5dWQ","沈香学","spotify:artist:38WbKH6oKAZskBhqDFA8Uj","ZUTOMAYO","2023-06-06","https://i.scdn.co/image/ab67616d0000b273f5c5c21c1bd67ae9fc86064c","1","2","230373","","false","57","JPPO02203871","spotify:user:andreivillaro","2024-02-28T05:44:04Z"
"spotify:track:2sF5yanTLnJjmbvL9hy9LK","Non-Breath Oblige","spotify:artist:6hJkIUy4LmRN3l0Ld99M5x","Yuu Miyashita","spotify:album:09GJTLF1liNZeS9i1nb7qe","Non-Breath Oblige","spotify:artist:6hJkIUy4LmRN3l0Ld99M5x","Yuu Miyashita","2022-01-19","https://i.scdn.co/image/ab67616d0000b273ffc7754fae89bbb3c14c6632","1","1","207400","https://p.scdn.co/mp3-preview/a6925ec59e31497b182c8bd33f5249fa52a43b01?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","JPPC02111722","spotify:user:andreivillaro","2024-02-28T20:14:15Z"
"spotify:track:1LNGuCg01CHg9ErApmz92R","Being low as dirt, taking what's important from me","spotify:artist:0PHf0oiic0xAnCrRuLTtHl","TUYU","spotify:album:4ipmShlnFWIXMvMdmYcF8O","Being low as dirt, taking what's important from me","spotify:artist:0PHf0oiic0xAnCrRuLTtHl","TUYU","2020-08-24","https://i.scdn.co/image/ab67616d0000b273187538f10bf657f90c229818","1","1","192266","https://p.scdn.co/mp3-preview/618f1008a237f2e4473e3db8d8ef6ad98bb05f56?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","TCJPM2037409","spotify:user:andreivillaro","2024-03-12T03:15:07Z"
"spotify:track:3sgJTMHqDwxfsBIMqvkXKE","お勉強しといてよ","spotify:artist:38WbKH6oKAZskBhqDFA8Uj","ZUTOMAYO","spotify:album:47anQ0XC69gwTModnqWQsr","ぐされ","spotify:artist:38WbKH6oKAZskBhqDFA8Uj","ZUTOMAYO","2021-02-10","https://i.scdn.co/image/ab67616d0000b27345e670c7e25b4d0c1891d283","1","3","279200","","false","56","JPPO02001468","spotify:user:andreivillaro","2024-03-12T03:15:48Z"
"spotify:track:4ZtFanR9U6ndgddUvNcjcG","good 4 u","spotify:artist:1McMsnEElThX1knmY4oliG","Olivia Rodrigo","spotify:album:6s84u2TUpR3wdUv4NgKA2j","SOUR","spotify:artist:1McMsnEElThX1knmY4oliG","Olivia Rodrigo","2021-05-21","https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a","1","6","178146","","true","84","USUG12101245","spotify:user:andreivillaro","2024-03-12T04:14:01Z"
"spotify:track:5MMLS3xm12D7N26xlfFApr","Runaway Baby","spotify:artist:0du5cEVh5yTK9QJze8zA0C","Bruno Mars","spotify:album:1uyf3l2d4XYwiEqAb7t7fX","Doo-Wops & Hooligans","spotify:artist:0du5cEVh5yTK9QJze8zA0C","Bruno Mars","2010-05-11","https://i.scdn.co/image/ab67616d0000b2737039c1c841fc3dfa2ad8a0d8","1","4","148448","https://p.scdn.co/mp3-preview/c894d9fc9331cb2ea2b3abd76f7093821dd4e2d4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","USAT21001885","spotify:user:andreivillaro","2024-03-17T05:59:16Z"
"spotify:track:7DnAm9FOTWE3cUvso43HhI","Sweet but Psycho","spotify:artist:4npEfmQ6YuiwW1GpUmaq3F","Ava Max","spotify:album:26c7MmQ4w8EAvVLb4jilaM","Heaven & Hell","spotify:artist:4npEfmQ6YuiwW1GpUmaq3F","Ava Max","2020-09-18","https://i.scdn.co/image/ab67616d0000b273ea46ceca00d552337e5b8ac2","1","16","187436","https://p.scdn.co/mp3-preview/027a262bbbce639949fe075756718734c313dac2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","USAT21802011","spotify:user:andreivillaro","2024-03-18T02:04:33Z"
"spotify:track:3IX0yuEVvDbnqUwMBB3ouC","bad idea right?","spotify:artist:1McMsnEElThX1knmY4oliG","Olivia Rodrigo","spotify:album:1xJHno7SmdVtZAtXbdbDZp","GUTS","spotify:artist:1McMsnEElThX1knmY4oliG","Olivia Rodrigo","2023-09-08","https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d","1","2","184783","","true","78","USUG12304094","spotify:user:andreivillaro","2024-03-22T04:46:18Z"
"spotify:track:6CIQOFf01zQ9qJaqhD6rlH","ラビットホール","spotify:artist:7kZTWx6cRLc0TSRPq1XBMP","DECO*27","spotify:album:6VlacW4pQH4G97p8vsOJNS","ラビットホール","spotify:artist:7kZTWx6cRLc0TSRPq1XBMP","DECO*27","2023-05-20","https://i.scdn.co/image/ab67616d0000b273183b7a8494d8947e07343ad2","1","1","159000","https://p.scdn.co/mp3-preview/d9d5096bbe39330875f08e34f52c41130d7dc454?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","JP92Q2301331","spotify:user:andreivillaro","2024-03-23T07:41:30Z"
"spotify:track:61KYsWS25JXUO4fGb1138X","Usseewa","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","spotify:album:4muEF5biWb506ZojGMfHb7","Kyougen","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","2022-01-26","https://i.scdn.co/image/ab67616d0000b27364381fb5ba549f149ae74560","1","11","206893","","false","73","JPPO02002791","spotify:user:andreivillaro","2024-03-26T04:00:43Z"
"spotify:track:2vjY3jGKElvqXoaGNEuYef","怪物","spotify:artist:64tJ2EAv1R6UaZqc4iOCyj","YOASOBI","spotify:album:5uStDUB4nlmItpz2AYlFtd","THE BOOK 2","spotify:artist:64tJ2EAv1R6UaZqc4iOCyj","YOASOBI","2021-12-01","https://i.scdn.co/image/ab67616d0000b273e897f4915425f0a48484e3f9","1","6","205480","https://p.scdn.co/mp3-preview/b568677cdd3a4ad568250642c2b69ec64af6c362?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","JPP302000760","spotify:user:andreivillaro","2024-03-26T04:00:49Z"
"spotify:track:08g7wxW8iELmpxO0ppcwnI","I Must Apologise","spotify:artist:78rUTD7y6Cy67W1RVzYs7t","PinkPantheress","spotify:album:0m1wwIx9Eoa7fWb9KYh7pt","I must apologise","spotify:artist:78rUTD7y6Cy67W1RVzYs7t","PinkPantheress","2021-10-06","https://i.scdn.co/image/ab67616d0000b273cdca9efcc4db5015ac67061b","1","1","108373","https://p.scdn.co/mp3-preview/627da0777952423909473f52f49c395a2bc13f13?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","GBAYE2101300","spotify:user:andreivillaro","2024-03-27T08:56:38Z"
"spotify:track:41P6Tnd8KIHqON0QIydx6a","the perfect pair","spotify:artist:35l9BRT7MXmM8bv2WDQiyB","beabadoobee","spotify:album:2rhNQbqRNxiNQkDXTffe1V","Beatopia","spotify:artist:35l9BRT7MXmM8bv2WDQiyB","beabadoobee","2022-07-15","https://i.scdn.co/image/ab67616d0000b273384d10f967c2b914de7e2713","1","6","177533","https://p.scdn.co/mp3-preview/3b1c6829014c2980275507f8041e106665c761e5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","83","GBK3W2202093","spotify:user:andreivillaro","2024-03-28T02:32:56Z"
"spotify:track:6MCjmGYlw6mQVWRFVgBRvB","夜に駆ける","spotify:artist:64tJ2EAv1R6UaZqc4iOCyj","YOASOBI","spotify:album:1xhO0GSoezdPJcSuNe1ySv","THE BOOK","spotify:artist:64tJ2EAv1R6UaZqc4iOCyj","YOASOBI","2021-01-06","https://i.scdn.co/image/ab67616d0000b27339917845c74c9e64320fbed9","1","8","258840","https://p.scdn.co/mp3-preview/10639047dbdaa219cea2ed4dd83a15b202960ead?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","JPP301900716","spotify:user:andreivillaro","2024-03-30T06:08:43Z"
"spotify:track:1Tr9XdGf9emJNk3LjrYwWW","What an amazing swing","spotify:artist:68609MOnEU86kVyMf26JnM","角巻わため","spotify:album:036IVbXcc2T7HSaNXaMsWL","What an amazing swing","spotify:artist:68609MOnEU86kVyMf26JnM","角巻わため","2023-11-06","https://i.scdn.co/image/ab67616d0000b2732608d2243fc74edbc62088d2","1","1","183360","https://p.scdn.co/mp3-preview/a91bf30068d902f85a324a856c33a2443bdcaded?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","JPV752307830","spotify:user:andreivillaro","2024-03-30T13:58:26Z"
"spotify:track:1dLfVxNVYocbLKt3Abrj9j","just saying, the body is honest. - self cover","spotify:artist:64tqgUSdRPy0Kl8KmvBj8s","式浦躁吾","spotify:album:4Mq24y7g6FKKxGw1kSM8tS","#3","spotify:artist:64tqgUSdRPy0Kl8KmvBj8s","式浦躁吾","2023-04-29","https://i.scdn.co/image/ab67616d0000b273b70435a835563b9930b45a8b","1","4","146000","https://p.scdn.co/mp3-preview/d07b099c19b6fe5797859fcc034833cf5f854df6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","TCJPW2320404","spotify:user:andreivillaro","2024-04-02T05:38:40Z"
"spotify:track:52CBUrIdyf8tbZaUY9iawE","After School","spotify:artist:73B9bjqS2Z5KLXNGqXf64m","Weeekly","spotify:album:4kU6DFVgZKoDYQPZk1OZp9","We play","spotify:artist:73B9bjqS2Z5KLXNGqXf64m","Weeekly","2021-03-17","https://i.scdn.co/image/ab67616d0000b27318a15ed7d84a6c773126b12b","1","3","205373","https://p.scdn.co/mp3-preview/6afcf849347241dfafc1e7f3078d32144b6acc1f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","KRA382101559","spotify:user:andreivillaro","2024-04-06T22:06:06Z"
"spotify:track:78ul3D77noQsYjSwvwiPU1","Break It Off - Bonus","spotify:artist:78rUTD7y6Cy67W1RVzYs7t","PinkPantheress","spotify:album:65YAjLCn7Jp33nJpOxIPMe","to hell with it","spotify:artist:78rUTD7y6Cy67W1RVzYs7t","PinkPantheress","2021-10-15","https://i.scdn.co/image/ab67616d0000b2730348d174bc1253a02bcb4ca2","1","10","96133","https://p.scdn.co/mp3-preview/5da10f32ce7e2a01a5a5e9021ea264a65e76a39a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","GBAYE2101306","spotify:user:andreivillaro","2024-04-07T09:45:56Z"
"spotify:track:1aKvZDoLGkNMxoRYgkckZG","Magnetic","spotify:artist:36cgvBn0aadzOijnjjwqMN","ILLIT","spotify:album:6irebIc6UO8fN0jl4UlzBS","SUPER REAL ME","spotify:artist:36cgvBn0aadzOijnjjwqMN","ILLIT","2024-03-25","https://i.scdn.co/image/ab67616d0000b273f037c5fb9de6c78726cb8e2c","1","2","160688","https://p.scdn.co/mp3-preview/b3e85d7434b5fb072c7110197b3b896d04aa90e7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","83","USA2P2413259","spotify:user:andreivillaro","2024-04-13T21:44:18Z"
"spotify:track:3gKtkQp6cQ4wqsx3bzs4tk","Readymade","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","spotify:album:4muEF5biWb506ZojGMfHb7","Kyougen","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","2022-01-26","https://i.scdn.co/image/ab67616d0000b27364381fb5ba549f149ae74560","1","1","243186","","false","63","JPPO02004122","spotify:user:andreivillaro","2024-04-13T22:55:12Z"
"spotify:track:37bNBNB332HXbSy6079cws","Odo","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","spotify:album:4muEF5biWb506ZojGMfHb7","Kyougen","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","2022-01-26","https://i.scdn.co/image/ab67616d0000b27364381fb5ba549f149ae74560","1","2","210346","","false","68","JPPO02100708","spotify:user:andreivillaro","2024-04-13T22:55:27Z"
"spotify:track:6A8NfypDHuwiLWbo4a1yca","New Genesis","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","spotify:album:7Ixqxq13tWhrbnIabk3172","UTA'S SONGS ONE PIECE FILM RED","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","2022-08-10","https://i.scdn.co/image/ab67616d0000b2730cbecafa929898c82adc519c","1","1","226813","","false","67","JPPO02201806","spotify:user:andreivillaro","2024-04-13T22:55:28Z"
"spotify:track:5N9wLoOxkCZcNhxRdMG70W","Ashura-chan","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","spotify:album:4muEF5biWb506ZojGMfHb7","Kyougen","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","2022-01-26","https://i.scdn.co/image/ab67616d0000b27364381fb5ba549f149ae74560","1","9","195080","","false","61","JPPO02103879","spotify:user:andreivillaro","2024-04-13T22:55:35Z"
"spotify:track:06PqeO7IInus2yvzsZwZhf","CUTE DEPRESSED","spotify:artist:12Swjg82MNiUOfl1GB3XFx","Dyan Dxddy","spotify:album:5qaY84OJqYT635rMGeWBzJ","CUTE DEPRESSED","spotify:artist:12Swjg82MNiUOfl1GB3XFx","Dyan Dxddy","2024-02-02","https://i.scdn.co/image/ab67616d0000b273550c08bd67e6d175e2dc463b","1","1","96946","https://p.scdn.co/mp3-preview/a6a2f1fe7bd0da3e16035978d4a108752af104e0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","QZZ662413549","spotify:user:andreivillaro","2024-04-14T03:04:45Z"
"spotify:track:0aWnrJ74s28aaspT1pQNv1","Happppy song","spotify:artist:59TISvIGG8NmedxlcEYSWu","SOOOO","spotify:album:2p2XRCECxgoxY4bDmh1TA5","Happppy songs","spotify:artist:59TISvIGG8NmedxlcEYSWu","SOOOO","2019-02-16","https://i.scdn.co/image/ab67616d0000b273c758eb1d1eb12164e0d34aa8","1","1","320990","https://p.scdn.co/mp3-preview/cb637be31e8a5c21143178eced4562e04b1d49d1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","TCJPI1961738","spotify:user:andreivillaro","2024-04-21T07:16:52Z"
"spotify:track:1VbMyV3F5tG49f6sD7ifRr","It's Raining Nevertheless","spotify:artist:0PHf0oiic0xAnCrRuLTtHl","TUYU","spotify:album:3f3fYOZYsTvHcmcv2cdM1N","It's Raining Nevertheless","spotify:artist:0PHf0oiic0xAnCrRuLTtHl","TUYU","2024-04-15","https://i.scdn.co/image/ab67616d0000b273be65283c7439a9b8f047939a","1","1","223260","https://p.scdn.co/mp3-preview/934304ec0cf4a5df81e793093cca8f4179f2c200?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","TCJPA2405839","spotify:user:andreivillaro","2024-04-22T17:15:21Z"
"spotify:track:20uZKRmUWbMvZTlgAOYI75","God-ish (Covered by philo)","spotify:artist:3xBSqxwiRLgBVR9roG1136","philo","spotify:album:7ypZhehtp6wae1wH4NH7tL","God-ish (Covered by philo)","spotify:artist:3xBSqxwiRLgBVR9roG1136","philo","2021-12-23","https://i.scdn.co/image/ab67616d0000b27326478200e354877c82ae34ff","1","1","203345","https://p.scdn.co/mp3-preview/c70c05dd0aa2a1c9f5937d1d0c4422058bb002d6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","TCJPQ2167855","spotify:user:andreivillaro","2024-04-28T09:33:30Z"
"spotify:track:2Bczh6OMMR3v0J288WVMdy","Teo (2021)","spotify:artist:1infnYC6dYWHOK0xtPRmAq","Omoi","spotify:album:0Zvh1HRF7ihFUpfjy4nMPA","Teo (2021)","spotify:artist:1infnYC6dYWHOK0xtPRmAq","Omoi","2020-10-09","https://i.scdn.co/image/ab67616d0000b273bc0be5ac52faa8151b4daafd","1","1","209189","https://p.scdn.co/mp3-preview/279fd0a60cce9a825c451691d446b1e1ab82a5fb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","TCJPM2070207","spotify:user:andreivillaro","2024-05-05T19:11:39Z"
"spotify:track:79ehMuj41ltTUqpS2c2yix","If there was an Endpoint.","spotify:artist:0PHf0oiic0xAnCrRuLTtHl","TUYU","spotify:album:3d7RhhW7ZvOnu9hTEcIRHm","If there was an Endpoint.","spotify:artist:0PHf0oiic0xAnCrRuLTtHl","TUYU","2021-10-10","https://i.scdn.co/image/ab67616d0000b2737e28161f562a5c95fd2ea2c5","1","1","179297","https://p.scdn.co/mp3-preview/10c10076d1a3803767730c3eabd0089cafec59ce?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","TCJPQ2105092","spotify:user:andreivillaro","2024-05-10T00:32:40Z"
"spotify:track:0gfiKZjfraqJ1mbcOycxS5","無間嫉妬劇場『666』","spotify:artist:5ofxS8vbpzqmcgfs8LouBQ","森羅万象","spotify:album:0hkUshBuisOtyHnNlSeyIy","ネタミニティ","spotify:artist:5ofxS8vbpzqmcgfs8LouBQ","森羅万象","2018-08-10","https://i.scdn.co/image/ab67616d0000b2738016a8029fd46bb1440e3979","1","6","281089","https://p.scdn.co/mp3-preview/755482af91815c2e96aa4c0d1515ace9d1fc21ec?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","JPW561807030","spotify:user:andreivillaro","2024-05-14T04:02:16Z"
"spotify:track:1ZuDjTgYDiWFcLgxwNER4q","SHIBUYA","spotify:artist:3r1TLlQJEj83Mo3Ei5Nn9H, spotify:artist:6htJaSnTyDhTxzwOhgEWss","Lcondatrack, zandsu","spotify:album:5orotdxtfeXax2k3v4Gnat","SHIBUYA","spotify:artist:3r1TLlQJEj83Mo3Ei5Nn9H","Lcondatrack","2024-05-10","https://i.scdn.co/image/ab67616d0000b273b5da2c41a1581aed325b8331","1","1","90000","https://p.scdn.co/mp3-preview/616664621232601307affb4e06b44ea8392e357c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","QZK6G2467020","spotify:user:andreivillaro","2024-05-17T01:02:07Z"
"spotify:track:7GRfiALpnehkSNn34LDeci","All Night Radio","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","spotify:album:2kEK5J1Njg3r0Ramvj3GDq","All Night Radio","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","2023-10-14","https://i.scdn.co/image/ab67616d0000b2731b20471a763f252ba1b03994","1","1","213000","","false","52","JPPO02303297","spotify:user:andreivillaro","2024-05-21T23:22:21Z"
"spotify:track:3CrYQaVrFUppSElxRwNHJK","Paradisus-Paradoxum","spotify:artist:1NRrtMvT3o1TI6I8XCuweq","MYTH & ROID","spotify:album:2VFEPv8gs1mSj67hEDbRMO","eYe's","spotify:artist:1NRrtMvT3o1TI6I8XCuweq","MYTH & ROID","2017-04-26","https://i.scdn.co/image/ab67616d0000b273bf97b2acaf967bb8ee7aa2f6","1","3","231106","https://p.scdn.co/mp3-preview/35715917c80184ed17b554756c8b5d40a3dcf101?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","JPD731600703","spotify:user:andreivillaro","2024-05-24T02:19:26Z"
"spotify:track:7urddi7J2M0GwbYK5kH2T9","Girl A","spotify:artist:4DzC4sTTWf2juzeeMiFB8O","Will Stetson","spotify:album:0jzWW6gvFbX4biBrOqgrBw","Girl A","spotify:artist:4DzC4sTTWf2juzeeMiFB8O","Will Stetson","2023-08-20","https://i.scdn.co/image/ab67616d0000b2730a325591c81b2515bdff75fd","1","1","242153","https://p.scdn.co/mp3-preview/d17f3a9401d3e90652535378870302ebdb156536?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZRP52377918","spotify:user:andreivillaro","2024-05-24T02:20:47Z"
"spotify:track:5sPKAEb7afrIMtdqEnI6H6","Young Girl A","spotify:artist:4qfQTMwNNuBKJ4rF9Lo4bD","Siinamota","spotify:album:0JzdeLGqbDXPBlDbV4Y0c3","Alive","spotify:artist:4qfQTMwNNuBKJ4rF9Lo4bD","Siinamota","2015-03-04","https://i.scdn.co/image/ab67616d0000b273a89cda77ec382a3e365cb3f5","1","9","221500","https://p.scdn.co/mp3-preview/d2f20451b7424c23bc5c05fe4222f384018bb945?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","JPJ931400241","spotify:user:andreivillaro","2024-05-24T02:20:56Z"
"spotify:track:2EmkTBTh964LQen4Vz0svg","花になって - Be a flower","spotify:artist:4SJ7qRgJYNXB9Yttzs4aSa","Ryokuoushoku Shakai","spotify:album:2CmupdP2p1BOYVYh2cjtJc","花になって - Be a flower","spotify:artist:4SJ7qRgJYNXB9Yttzs4aSa","Ryokuoushoku Shakai","2023-10-29","https://i.scdn.co/image/ab67616d0000b27389e9b12f91f811198b14e15d","1","1","199333","https://p.scdn.co/mp3-preview/b23aba8e2e8d0723e092ad1e86b5990476b6b1b6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","JPU902304233","spotify:user:andreivillaro","2024-05-24T03:26:40Z"
"spotify:track:5RzB3KcfvZgvsWcsETVsqG","Duet","spotify:artist:6V5j8RQJOFYiD6Pp1SFx85","Omori","spotify:album:0ZBx5R4ABubjsJ6yovFJXp","Omori (Original Game Soundtrack), Pt.3","spotify:artist:6V5j8RQJOFYiD6Pp1SFx85","Omori","2020-12-25","https://i.scdn.co/image/ab67616d0000b273b080961348b7c4402e0186e9","1","52","132468","https://p.scdn.co/mp3-preview/9ecdedaf0e1cd34f7b4d62aa687485b6b63198bd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","TCAFL2165663","spotify:user:andreivillaro","2024-05-24T23:35:53Z"
"spotify:track:1XwrOMkzPExJHjSOfUaUy7","The Glory Days","spotify:artist:30rNCtpbgMaznRM9h8jlLv","Tia","spotify:album:4s2A99BwnxeePq2slzGEYi","The Glory Days","spotify:artist:30rNCtpbgMaznRM9h8jlLv","Tia","2014-10-15","https://i.scdn.co/image/ab67616d0000b273d08acf649394133e2ada6b16","1","1","253786","https://p.scdn.co/mp3-preview/11b0cf18247298685cebad296c937acbf95215f5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","JPB601402835","spotify:user:andreivillaro","2024-05-25T06:03:38Z"
"spotify:track:4bdwEiJuBhWIkPKSVjyjiA","ラグトレイン","spotify:artist:25b7eSZD64Sm8ReHZ1WDc7","INABAKUMORI","spotify:album:6jg2tl87TSzWMU6SXYUwsd","ウェザーステーション","spotify:artist:25b7eSZD64Sm8ReHZ1WDc7","INABAKUMORI","2022-03-23","https://i.scdn.co/image/ab67616d0000b273a2e19e90170fd6cece34d2d9","1","4","252680","https://p.scdn.co/mp3-preview/dfe1417f6583f5968be665807345cc7a9fd03511?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","JPX562000064","spotify:user:andreivillaro","2024-05-26T04:02:07Z"
"spotify:track:5UHJDwTSAv602JlDW2Zx8u","Bad Apple!! feat. nomico","spotify:artist:3wsXGKiJ4bCByD0jHHbL4Y, spotify:artist:5V5nbAJxIcyws8m48gnQ6U","Alstroemeria Records, nomico","spotify:album:5iG0VG7eavRnGZbuM6HrJb","EXSERENS (A Selection of Alstroemeria Records)","spotify:artist:3wsXGKiJ4bCByD0jHHbL4Y","Alstroemeria Records","2008-05-25","https://i.scdn.co/image/ab67616d0000b273394d0f2bd63607eb4747628a","1","1","319426","https://p.scdn.co/mp3-preview/7d83a78e976219d21edddefbcb592b71c76c063f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","JPW562103104","spotify:user:andreivillaro","2024-05-26T04:02:23Z"
"spotify:track:2zAi85TQB7mLzl8P1ySAj9","Lost Umbrella","spotify:artist:25b7eSZD64Sm8ReHZ1WDc7","INABAKUMORI","spotify:album:0QoalZudcGlnFFoN9Qr8UB","ANTICYCLONE","spotify:artist:25b7eSZD64Sm8ReHZ1WDc7","INABAKUMORI","2019-11-17","https://i.scdn.co/image/ab67616d0000b27325c2a3af824b7dd8cafae97e","1","2","204497","https://p.scdn.co/mp3-preview/158ab339c4c47ab72fa04e18f2b9decfce3c6d37?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","JPA651804033","spotify:user:andreivillaro","2024-05-26T04:03:22Z"
"spotify:track:2UUwBDALzJuThY88Ro2lD2","フォニイ","spotify:artist:3VxmIoSoAMfL0xAAQ7jHqE, spotify:artist:7ctyyNnO9O2dDD8bHjkCAh","Kafu, ツミキ","spotify:album:6ehjRidMkDZjWH82C4MbXR","KAF+YOU KAFU COMPILATION ALBUM シンメトリー","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2021-12-18","https://i.scdn.co/image/ab67616d0000b273b19f79f9d15451ad63bb3f81","1","5","189884","https://p.scdn.co/mp3-preview/c2c052df09e70df3c6d6b2f9b999e3ee39241941?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","JPB602142103","spotify:user:andreivillaro","2024-05-26T04:03:27Z"
"spotify:track:14XEG5eCBFYAHaY69PxJ0q","Rabbit Hole","spotify:artist:4DzC4sTTWf2juzeeMiFB8O","Will Stetson","spotify:album:7Lair7YwjHrmjoc8H8rKLi","Rabbit Hole","spotify:artist:4DzC4sTTWf2juzeeMiFB8O","Will Stetson","2024-05-23","https://i.scdn.co/image/ab67616d0000b273deb85c42c797e0b4d507f7bb","1","1","164404","https://p.scdn.co/mp3-preview/68d05cf6293493c1f5954db8a3e34205bc1511ca?cid=9950ac751e34487dbbe027c4fd7f8e99","true","52","QZMER2475632","spotify:user:andreivillaro","2024-05-28T21:36:06Z"
